Ticker,Company,Sector,Industry,MarketCap,ROE,InsiderOwn,EarningsDate,Volume,Price,RS,Date,ATH,52W High,U/D,^IXIC Total,Total,Prev Total,No1,No4,No5,No6,SMA10,EMA8,EMA21,SMA50,SMA200,EMA8 Gap,SMA200 Gap,Volume SMA50,BuyFlg1,BuyFlg2,BuyFlg4,BuyingFlg
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,4.74B,4.18%,22.77%,May 02/b,"614,467",29.18,33.71,2024-06-07,38.24,33.4,0.934,7,3,4.0,0,0,0,0,29.708,29.88229778087088,30.14082876712797,30.10960002,29.66845006,-2.35,-1.65,1091204.0,1,0,0,0.0
VRNS,Varonis Systems Inc,Technology,Software - Infrastructure,4.72B,3.49%,-22.09%,May 06/a,"668,651",42.36,66.91,2024-06-07,75.33,52.88,0.902,7,4,4.0,0,0,0,1,43.3129997,43.38484380312722,44.35762957651051,44.51399992,41.457450005,-2.36,2.18,1031836.0,1,0,0,0.0
INSP,Inspire Medical Systems Inc,Healthcare,Medical Devices,4.69B,2.10%,-2.88%,May 07/a,"401,752",157.79,10.71,2024-06-07,330.0,330.0,0.824,7,1,1.0,0,1,0,0,155.2929961,162.04566128453538,181.31559593252229,199.4237991,188.425499745,-2.63,-16.26,647732.0,1,0,0,0.0
RDN,"Radian Group, Inc.",Financial,Insurance - Specialty,4.66B,1.15%,13.99%,May 01/a,"507,637",30.93,63.92,2024-06-07,67.35,33.69,0.634,7,6,6.0,1,1,1,0,30.9677731,30.991309229107824,30.751715424958743,30.77279874,27.961381645,-0.2,10.62,831584.0,0,0,0,0.0
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,4.62B,0.81%,19.82%,Apr 25/b,"1,101,181",34.37,37.22,2024-06-07,75.87,44.16,0.591,7,4,4.0,0,1,0,1,34.9838917,35.12313423808567,36.04238596725399,37.08487594,34.243511344999995,-2.14,0.37,1845516.0,0,0,0,0.0
FOUR,Shift4 Payments Inc,Technology,Software - Infrastructure,4.62B,4.80%,17.26%,May 09/b,"2,258,599",72.53,47.86,2024-06-07,104.11,92.3,1.462,7,6,6.0,1,0,1,1,68.8350015,68.09464060342972,66.92652715150571,64.7988003,65.191750295,6.51,11.26,1451200.0,1,1,0,0.0
ZI,ZoomInfo Technologies Inc.,Technology,Software - Application,4.61B,22.15%,3.60%,May 07/a,"3,609,587",12.34,6.31,2024-06-07,79.17,30.16,0.997,7,0,0.0,0,0,0,0,12.392,12.769609093056202,13.854739663625722,14.4946001,15.769100025,-3.36,-21.75,5482698.0,1,0,0,0.0
VNO,Vornado Realty Trust,Real Estate,REIT - Office,4.61B,12.61%,1.63%,May 06/a,"1,988,068",24.22,51.81,2024-06-07,99.9,32.21,0.999,7,4,4.0,0,0,0,1,23.881999900000004,24.26531614297758,25.016007822219866,25.71559986,25.03054831,-0.19,-3.24,1859286.0,1,0,0,0.0
HOMB,Home Bancshares Inc,Financial,Banks - Regional,4.61B,7.39%,10.48%,Apr 18/b,"680,217",23.01,40.15,2024-06-07,29.76,25.8,1.189,7,4,4.0,0,1,0,0,23.266,23.533896326209387,23.723953944709656,23.79628098,22.76499397,-2.23,1.08,885560.0,1,1,0,0.0
OSCR,Oscar Health Inc,Healthcare,Healthcare Plans,4.58B,30.27%,-5.46%,May 07/b,"7,020,093",19.32,97.63,2024-06-07,37.0,23.44,1.096,7,7,7.0,1,1,1,1,19.7649999,20.045414590552483,19.014435361703,18.28379996,11.677949990000002,-3.62,65.44,3237352.0,0,1,1,0.0
RDNT,Radnet Inc,Healthcare,Diagnostics & Research,4.53B,13.80%,3.54%,May 09/b,"457,365",61.25,94.25,2024-06-07,62.38,62.38,1.226,7,7,7.0,1,1,1,1,59.5429996,58.433905401247976,54.4937239771815,52.84520026,39.226450185,4.82,56.14,464084.0,1,1,1,0.0
SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,4.52B,35.45%,36.21%,May 08/b,"732,594",53.54,52.07,2024-06-07,64.89,64.89,0.705,7,3,4.0,0,0,0,0,51.3390001,52.27626207851922,53.691247405702825,54.06141628,53.437873835,2.42,0.19,683148.0,1,0,0,0.0
SLM,SLM Corp.,Financial,Credit Services,4.52B,1.58%,38.21%,Apr 24/a,"1,561,463",20.57,74.05,2024-06-07,22.74,22.74,1.002,7,6,6.0,1,1,0,1,20.8109321,20.885365469636216,20.928363653785286,21.10511396,17.74662186,-1.51,15.91,1412976.0,0,1,0,0.0
TMDX,Transmedics Group Inc,Healthcare,Medical Devices,4.52B,3.52%,-5.79%,Apr 30/a,"656,773",137.18,96.55,2024-06-07,144.23,144.23,1.882,7,7,7.0,1,1,1,1,137.1669983,133.93500901710246,120.91498179922476,112.35849898,79.990399755,2.42,71.5,928164.0,1,1,1,0.0
PACS,PACS Group Inc.,Healthcare,Medical Care Facilities,4.50B,87.14%,-,May 13/a,"153,913",29.50,83.48,2024-06-07,31.76,31.76,,7,4,4.0,1,0,1,1,29.978000200000004,29.03584950119311,27.723491133885855,0.0,0.0,1.6,0.0,0.0,1,0,0,0
HIMS,Hims & Hers Health Inc,Consumer Defensive,Household & Personal Products,4.47B,29.87%,-0.72%,May 06/a,"8,741,520",20.79,98.08,2024-06-07,25.4,21.95,1.463,7,7,7.0,1,1,1,1,20.0780001,18.620952952165872,16.141149826462968,14.9542,10.307449995,11.65,101.7,9454222.0,1,1,1,0.0
POR,Portland General Electric Co,Utilities,Utilities - Regulated Electric,4.41B,0.50%,8.00%,Apr 26/b,"855,881",42.80,40.85,2024-06-07,63.08,50.18,1.061,7,4,5.0,1,1,0,0,43.6189998,43.80568659890426,43.37136944267066,43.1567998,41.478426825,-2.3,3.19,949708.0,1,1,0,0.0
OZK,Bank OZK,Financial,Banks - Regional,4.41B,6.25%,13.89%,Apr 17/a,"1,606,564",38.31,28.81,2024-06-07,56.86,52.36,1.049,7,3,3.0,0,1,0,0,41.159000000000006,42.55586913040149,44.12345376869169,44.7631715,42.28342541999999,-9.98,-9.4,1238756.0,1,1,0,0.0
PII,Polaris Inc,Consumer Cyclical,Recreational Vehicles,4.40B,6.30%,31.08%,Apr 23/b,"579,289",77.79,13.7,2024-06-07,159.33,138.49,0.681,7,0,0.0,0,0,0,0,80.44255919999999,81.30110406771657,84.21896675743608,86.21427994,91.209209295,-4.32,-14.71,674868.0,1,0,0,0.0
CWAN,Clearwater Analytics Holdings Inc,Technology,Software - Application,4.39B,46.79%,-4.65%,May 01/a,"1,075,755",20.11,68.13,2024-06-07,27.68,21.89,1.401,7,5,5.0,1,0,1,1,19.252,19.10527698868124,18.39532615547821,17.741600079999998,18.76105001,5.26,7.19,1050722.0,1,1,0,0.0
WU,Western Union Company,Financial,Credit Services,4.36B,0.35%,129.78%,Apr 24/a,"1,725,518",12.89,49.77,2024-06-07,28.62,14.19,0.861,7,5,5.0,1,1,0,0,12.842000000000002,12.949627357564816,13.068545454148325,13.198000000000002,12.44731596,-0.46,3.56,3152234.0,1,0,0,0.0
HAE,Haemonetics Corp.,Healthcare,Medical Instruments & Supplies,4.35B,1.19%,13.22%,May 09/b,"260,550",85.61,46.01,2024-06-07,142.11,97.97,0.623,7,4,4.0,1,1,0,0,86.8279998,88.56628248933735,88.32224550400649,88.83799955999999,85.02669991,-3.34,0.69,557040.0,1,0,0,0.0
SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,4.35B,21.76%,20.49%,May 02/a,"586,911",33.46,80.36,2024-06-07,43.6,35.08,1.25,7,7,7.0,1,1,1,1,33.7779998,33.467267303827064,31.851911096855904,30.88291542,26.692717515,-0.02,25.35,561178.0,1,1,1,0.0
GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,4.31B,20.54%,7.72%,May 01/b,"2,146,267",16.48,75.77,2024-06-07,20.29,17.99,1.182,7,6,6.0,1,1,0,1,16.9990003,16.970920067465954,16.93283455894339,17.19660002,13.945050005,-2.89,18.18,2617210.0,1,1,0,0.0
VRRM,Verra Mobility Corp,Industrials,Infrastructure Operations,4.30B,2.71%,23.78%,May 02/a,"766,250",25.82,82.53,2024-06-07,28.45,28.46,1.066,7,7,7.0,1,1,1,1,26.3819997,26.391268634297745,25.81260325439687,25.53719996,22.15054999,-2.16,16.57,901586.0,1,1,1,0.0
IAC,IAC Inc,Communication Services,Internet Content & Information,4.30B,12.67%,-1.90%,May 07/a,"331,771",49.93,31.42,2024-06-07,179.12,69.85,1.89,7,2,2.0,0,1,0,0,49.4590009,50.60499691939855,51.336664914655245,51.23939998,50.792324965,-1.33,-1.7,1029098.0,0,1,0,0.0
GBDC,Golub Capital BDC Inc,Financial,Asset Management,4.23B,1.76%,13.50%,May 06/a,"941,953",16.05,70.67,2024-06-07,20.08,17.72,0.901,7,5,5.0,1,1,0,0,16.2659998,16.29707651092049,16.26902058851754,16.40900602,14.64279292,-1.52,9.61,890608.0,1,0,0,0.0
IBRX,ImmunityBio Inc,Healthcare,Biotechnology,4.22B,79.68%,-,-,"2,492,820",6.10,98.21,2024-06-07,45.42,10.53,1.839,7,5,5.0,1,1,0,1,6.349,6.63104397364369,6.609554509225426,6.620899999999999,4.213875,-8.01,44.76,7750966.0,1,1,0,0.0
DNB,Dun & Bradstreet Holdings Inc,Financial,Financial Data & Stock Exchanges,4.21B,34.38%,-1.07%,May 02/b,"2,199,505",9.50,25.49,2024-06-07,29.55,12.62,0.837,7,2,2.0,0,0,0,0,9.5350469,9.735922488276028,9.839211749603548,9.71413458,10.235668805,-2.42,-7.19,3788810.0,0,0,0,0.0
AEO,American Eagle Outfitters Inc.,Consumer Cyclical,Apparel Retail,4.20B,8.41%,13.01%,May 29/a,"3,223,209",21.39,79.92,2024-06-07,38.99,26.44,0.72,7,5,5.0,0,1,0,1,22.3749998,22.6005378244566,23.12327162267244,23.54498552,20.39858732,-5.36,4.86,4282830.0,0,0,0,0.0
HGV,Hilton Grand Vacations Inc,Consumer Cyclical,Resorts & Casinos,4.20B,30.41%,11.41%,May 09/b,"603,271",40.46,28.36,2024-06-07,56.33,49.02,0.763,7,3,3.0,0,1,0,0,40.976001,41.36537906775309,42.43066832071875,43.1676002,41.36710004,-2.19,-2.19,635782.0,1,0,0,0.0
FORM,FormFactor Inc.,Technology,Semiconductors,4.13B,0.93%,11.76%,May 01/a,"244,649",53.47,91.0,2024-06-07,60.78,60.78,1.246,7,7,7.0,1,1,1,1,55.5940002,55.00457227166414,52.14390357450908,50.35180022,41.083450055,-2.79,30.15,544314.0,1,1,1,0.0
HUN,Huntsman Corp,Basic Materials,Chemicals,4.11B,5.98%,-2.26%,May 02/a,"2,873,477",23.78,30.97,2024-06-07,41.65,29.9,0.694,7,3,3.0,0,1,0,0,24.2290001,24.35305213967257,24.583664890181936,24.65820012,24.47305647,-2.35,-2.83,1727346.0,0,0,0,0.0
PTEN,Patterson-UTI Energy Inc,Energy,Oil & Gas Drilling,4.11B,9.45%,6.17%,May 01/a,"5,761,346",10.22,18.23,2024-06-07,38.49,16.18,1.011,7,0,0.0,0,0,0,0,10.5068276,10.625325987447887,10.9119812581853,11.13470808,11.773086105,-3.81,-13.19,6161636.0,0,1,0,0.0
KTB,Kontoor Brands Inc,Consumer Cyclical,Apparel Manufacturing,4.10B,1.95%,65.32%,May 02/b,"344,233",73.45,91.32,2024-06-07,74.9,74.9,2.047,7,7,7.0,1,1,1,1,72.9340004,71.70596295534556,67.56912259051711,64.4528002,55.75771426,2.43,31.73,503918.0,1,1,1,0.0
GBCI,"Glacier Bancorp, Inc.",Financial,Banks - Regional,4.08B,0.48%,6.44%,Apr 18/a,"290,237",36.01,45.69,2024-06-07,67.35,44.06,0.933,7,5,5.0,0,1,0,1,36.6299997,37.08671616346069,37.49872185483466,37.5506824,35.283551315,-2.9,2.06,499150.0,1,0,0,0.0
ACLS,Axcelis Technologies Inc,Technology,Semiconductor Equipment & Materials,4.06B,1.75%,31.20%,May 01/a,"450,536",124.96,29.38,2024-06-07,201.0,201.0,1.108,7,2,2.0,0,0,1,1,116.8,116.14646199562355,112.69457956527148,109.05819992,129.802949805,7.59,-3.73,504588.0,1,1,0,0.0
ASO,Academy Sports and Outdoors Inc,Consumer Cyclical,Specialty Retail,4.06B,1.54%,28.98%,Jun 11/b,"1,365,091",55.04,33.14,2024-06-07,75.73,75.73,0.733,7,1,1.0,0,0,0,0,56.1220003,55.885013176033226,57.7162635886052,58.0556,57.28936002499999,-1.51,-3.93,1232364.0,0,0,0,0.0
ALIT,Alight Inc.,Technology,Software - Application,4.06B,18.00%,-7.01%,May 08/b,"1,940,075",7.50,23.01,2024-06-07,14.51,10.38,0.689,7,2,2.0,0,1,0,0,7.669,7.823151852018513,8.284495075564248,8.6176,8.2058,-4.13,-8.6,5457330.0,0,0,0,0.0
CNXC,Concentrix Corp.,Technology,Information Technology Services,4.05B,28.37%,7.87%,Mar 26/a,"534,822",61.32,16.19,2024-06-07,208.48,106.1,1.253,7,2,2.0,0,0,1,0,61.412,61.65431153065445,62.10532779178114,59.98957914,76.469707915,-0.54,-19.81,492138.0,0,1,0,0.0
BGC,BGC Group Inc,Financial,Capital Markets,4.00B,26.52%,8.11%,Apr 30/b,"2,442,208",8.11,85.27,2024-06-07,57.8,9.06,1.166,7,6,7.0,1,1,0,1,8.48,8.48614151076002,8.338719016273133,8.24205566,6.912333685,-4.43,17.33,3225654.0,1,1,0,0.0
COLB,"Columbia Banking System, Inc.",Financial,Banks - Regional,3.96B,0.91%,9.89%,Apr 25/a,"2,255,357",18.93,28.49,2024-06-07,50.68,28.12,1.07,7,2,2.0,0,0,1,0,18.7769999,18.99586094126931,19.00299633875408,18.8038772,19.94964676,-0.35,-5.11,2076524.0,0,1,0,0.0
SNDR,Schneider National Inc,Industrials,Trucking,3.94B,70.64%,5.43%,May 02/b,"610,227",22.43,25.11,2024-06-07,31.74,31.74,1.328,7,1,1.0,0,0,1,0,22.1859652,22.154328679937887,22.08115338946688,21.86734654,23.986268015,1.24,-6.49,759824.0,1,1,0,0.0
IRT,Independence Realty Trust Inc,Real Estate,REIT - Residential,3.90B,0.78%,-0.24%,Apr 24/a,"3,175,921",17.33,60.29,2024-06-07,28.42,18.77,0.992,7,7,7.0,1,1,1,1,16.7300003,16.832087170395205,16.46510374245189,16.3174001,14.94852804,2.96,15.93,2226554.0,1,0,1,0.0
BOOT,Boot Barn Holdings Inc,Consumer Cyclical,Apparel Retail,3.89B,1.19%,17.09%,May 14/a,"600,549",128.01,93.11,2024-06-07,134.5,131.85,2.232,7,7,7.0,1,1,1,1,120.9809998,118.68910003813224,110.15703330810022,107.6084004,86.976300165,7.85,47.18,850866.0,1,1,1,0.0
CNX,CNX Resources Corp,Energy,Oil & Gas E&P,3.89B,4.56%,26.43%,Apr 25/b,"3,278,950",25.38,81.32,2024-06-07,99.25,26.57,1.256,7,6,6.0,1,1,1,1,25.5809996,25.16955710615267,24.35130427909076,24.3094,21.989800020000004,0.84,15.42,2455734.0,1,1,1,0.0
BOX,Box Inc,Technology,Software - Infrastructure,3.88B,3.55%,377.35%,May 28/a,"1,271,077",26.69,36.26,2024-06-07,34.98,31.94,0.751,7,4,5.0,1,1,0,0,26.8050005,26.821699991453965,26.839702731102893,26.87300006,26.26745002,-0.49,1.61,1624102.0,1,0,0,0.0
PECO,Phillips Edison & Company Inc,Real Estate,REIT - Retail,3.88B,0.57%,2.57%,Apr 25/a,"670,234",31.68,27.53,2024-06-07,37.92,37.92,0.861,7,2,2.0,0,0,0,0,31.5380001,31.851403192596145,32.51889355109784,32.7209416,34.01225483,-0.54,-6.86,637206.0,0,0,0,0.0
SMG,Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,3.87B,25.48%,-47.64%,May 01/b,"835,635",68.21,65.64,2024-06-07,254.34,77.95,1.202,7,6,6.0,1,1,0,1,66.1650001,66.75264174017012,67.11899027268437,68.50169814,58.87505591,2.18,15.86,793146.0,1,1,0,0.0
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,3.86B,36.99%,14.78%,May 21/a,"1,130,984",41.41,68.83,2024-06-07,52.5,47.29,0.709,7,7,7.0,1,1,1,1,41.655,41.33262179725919,40.962308952774926,40.43939996,37.790850035,0.19,9.58,1645962.0,0,0,1,0.0
CAR,Avis Budget Group Inc,Industrials,Rental & Leasing Services,3.86B,3.08%,-,May 01/a,"284,646",108.21,8.86,2024-06-07,545.11,244.95,0.779,7,0,0.0,0,0,0,0,110.6900016,112.0193202502084,114.19009948489509,113.4910004,150.6874741,-3.4,-28.19,741426.0,1,0,0,0.0
AAP,Advance Auto Parts Inc,Consumer Cyclical,Specialty Retail,3.85B,1.06%,1.60%,May 29/b,"1,071,037",64.58,37.09,2024-06-07,244.55,112.57,0.945,7,4,4.0,0,1,0,1,66.68699919999999,68.45335385293657,71.44107584098869,73.94319082,64.40033917000001,-5.66,0.28,1563476.0,1,0,0,0.0
TEX,Terex Corp.,Industrials,Farm & Heavy Construction Machinery,3.81B,2.55%,34.06%,Apr 25/a,"412,515",56.66,43.27,2024-06-07,96.94,65.89,0.514,7,4,5.0,0,1,0,0,58.10335309999999,58.71030004163401,59.5932369636583,60.6944765,56.639550495,-3.49,0.04,763820.0,1,0,0,0.0
MC,Moelis & Co,Financial,Capital Markets,3.81B,0.36%,-3.04%,Apr 24/a,"399,041",54.10,64.17,2024-06-07,77.49,58.67,1.032,7,7,7.0,1,1,1,1,55.84200010000001,55.38659985530678,54.60949880387219,53.99658106,49.98598163,-2.32,8.23,550916.0,1,1,1,0.0
FRSH,Freshworks Inc,Technology,Software - Application,3.80B,45.05%,-11.10%,May 01/a,"1,494,229",12.73,5.16,2024-06-07,53.36,24.98,0.738,7,0,0.0,0,0,0,0,13.036,13.426055383428295,14.952269052060522,15.72419996,19.19767495,-5.18,-33.69,2951434.0,1,0,0,0.0
NOG,Northern Oil and Gas Inc.,Energy,Oil & Gas E&P,3.79B,7.29%,38.98%,Apr 30/b,"910,716",37.55,49.13,2024-06-07,339.8,43.75,1.307,7,3,4.0,0,1,0,0,39.0449995,39.24128832611749,39.6953281058472,40.77699981999999,37.732758975,-4.31,-0.48,1252356.0,1,1,0,0.0
LBRT,Liberty Energy Inc,Energy,Oil & Gas Equipment & Services,3.79B,3.57%,27.37%,Apr 17/a,"1,327,444",22.73,83.29,2024-06-07,24.75,24.75,1.216,7,7,7.0,1,1,1,1,23.3581932,23.11523057970164,22.623945800052685,22.55648114,19.80008559,-1.67,14.8,2378908.0,1,1,1,0.0
PWSC,PowerSchool Holdings Inc,Technology,Software - Application,3.72B,65.38%,-3.02%,May 07/a,"25,082,536",22.46,55.44,2024-06-07,36.56,25.16,2.619,7,4,4.0,1,0,1,1,21.6629999,21.04728938125245,20.25259112067501,19.57419998,21.62869996,6.71,3.84,1881570.0,0,1,0,0.0
SMPL,Simply Good Foods Co,Consumer Defensive,Packaged Foods,3.72B,9.46%,8.97%,Apr 04/b,"422,380",37.18,51.49,2024-06-07,45.77,43.0,1.417,7,4,4.0,1,0,1,0,37.397,37.272780846315165,36.46686243348978,35.48660008,36.36235001,-0.25,2.25,890438.0,1,1,0,0.0
KRC,Kilroy Realty Corp.,Real Estate,REIT - Office,3.71B,2.18%,3.76%,May 02/a,"871,718",31.57,29.25,2024-06-07,90.15,43.37,0.759,7,1,2.0,0,0,0,0,32.7139999,33.08372196561665,33.65709708297431,33.7323998,33.97345556,-4.58,-7.07,892174.0,1,0,0,0.0
BRZE,Braze Inc,Technology,Software - Application,3.70B,37.56%,-29.00%,Jun 06/a,"3,650,201",36.65,11.79,2024-06-07,98.78,61.53,0.592,7,1,1.0,0,0,0,0,38.1700002,38.96409361904081,41.498494587938914,41.05720004,48.246224945,-5.94,-24.04,1038414.0,0,0,0,0.0
ACIW,ACI Worldwide Inc,Technology,Software - Infrastructure,3.68B,1.58%,12.05%,Apr 30/b,"425,031",34.91,84.38,2024-06-07,43.23,37.85,1.379,7,7,7.0,1,1,1,1,35.1449997,35.36303899061932,34.66769033346203,34.30739972000001,28.86734992,-1.28,20.93,566940.0,1,1,1,0.0
IMVT,Immunovant Inc,Healthcare,Biotechnology,3.68B,58.06%,-52.91%,May 29/a,"874,719",25.17,22.5,2024-06-07,53.75,45.58,0.552,7,3,3.0,0,0,0,1,26.5370001,27.24854985573013,28.894558311032373,29.09800002,33.12057497,-7.63,-24.0,1140040.0,1,0,0,0.0
QTWO,Q2 Holdings Inc,Technology,Software - Application,3.67B,5.38%,-17.41%,May 01/a,"476,594",61.14,94.0,2024-06-07,148.56,64.17,1.657,7,7,7.0,1,1,1,1,61.35399950000001,61.03787083736164,58.264833422270186,56.99659998,43.40365001,0.17,40.86,582436.0,1,1,1,0.0
CTRE,CareTrust REIT Inc,Real Estate,REIT - Healthcare Facilities,3.67B,0.56%,5.00%,May 02/a,"1,106,777",25.83,78.39,2024-06-07,26.43,26.43,1.051,7,7,7.0,1,1,1,1,25.6629997,25.52163848395628,24.886259092350723,24.6785999,22.278990505,1.21,15.94,1061464.0,1,1,1,0.0
YETI,YETI Holdings Inc,Consumer Cyclical,Leisure,3.67B,0.80%,29.45%,May 09/b,"1,952,181",43.03,49.2,2024-06-07,108.82,54.16,1.025,7,3,3.0,1,0,1,0,41.1340001,40.77324960700652,39.48899974774066,38.4204,42.722549885,5.53,0.72,1712420.0,1,1,0,0.0
PRMW,Primo Water Corporation,Consumer Defensive,Beverages - Non-Alcoholic,3.66B,3.32%,6.42%,May 09/b,"1,017,840",22.91,92.72,2024-06-07,37.75,23.11,2.258,7,7,7.0,1,1,1,1,22.5607412,22.09351306353686,20.63414029352801,19.93806874,16.05175429,3.7,42.73,1212778.0,0,1,1,0.0
AI,C3.ai Inc,Technology,Software - Application,3.66B,13.58%,-31.03%,May 29/a,"7,812,011",30.00,40.4,2024-06-07,183.9,48.87,1.412,7,4,4.0,1,0,1,1,27.9819999,27.53304635910075,26.22825803156293,24.76940002,27.07019991,8.96,10.82,5828524.0,0,1,0,0.0
SG,Sweetgreen Inc,Consumer Cyclical,Restaurants,3.66B,20.08%,-21.31%,May 09/a,"3,382,012",32.31,99.23,2024-06-07,56.2,36.72,1.426,7,7,7.0,1,1,1,1,31.696000500000004,31.12184796451588,27.75141057906159,26.42880014,15.98725005,3.82,102.1,2921194.0,0,1,1,0.0
ZETA,Zeta Global Holdings Corp,Technology,Software - Application,3.66B,26.37%,-105.80%,May 06/a,"1,851,694",16.73,96.61,2024-06-07,18.58,18.58,1.796,7,7,7.0,1,1,1,1,16.542999799999997,16.342941655671574,14.933819912132778,14.11639994,10.230599985,2.37,63.53,2297936.0,0,1,1,0.0
TPG,TPG Inc,Financial,Asset Management,3.66B,14.07%,9.55%,May 08/b,"919,410",39.51,67.36,2024-06-07,47.2,47.2,0.606,7,5,5.0,0,1,0,1,41.5790001,41.761171449970135,42.50850364630668,42.96365962,37.580418765,-5.39,5.13,707726.0,0,0,0,0.0
SHAK,Shake Shack Inc,Consumer Cyclical,Restaurants,3.65B,5.13%,5.55%,May 02/b,"400,836",92.18,77.37,2024-06-07,138.38,111.29,0.747,7,6,6.0,1,1,0,1,94.4020004,96.08935868589003,98.01941270551742,99.74820042000002,79.05985014,-4.07,16.6,753476.0,1,0,0,0.0
BROS,Dutch Bros Inc,Consumer Cyclical,Restaurants,3.61B,12.92%,4.63%,May 07/a,"2,040,797",37.97,83.17,2024-06-07,81.4,39.3,1.185,7,7,7.0,1,1,1,1,36.2629996,35.88863754383713,33.92119743443783,32.81099988,29.21175,5.8,29.98,2530920.0,1,1,1,0.0
CC,Chemours Company,Basic Materials,Specialty Chemicals,3.60B,1.25%,-33.35%,Apr 30/a,"927,549",24.17,17.78,2024-06-07,58.08,39.05,0.847,7,1,1.0,0,0,0,1,24.862,25.55533593333754,26.431672061958142,26.7546901,27.64351465,-5.42,-12.57,1331648.0,1,0,0,0.0
PSN,Parsons Corp,Technology,Information Technology Services,3.60B,0.95%,1.34%,May 01/b,"1,238,282",74.52,74.69,2024-06-07,85.44,85.44,0.649,7,6,6.0,1,1,0,1,75.9379998,76.10540289817834,77.21489549008292,78.50920012,68.017299915,-2.08,9.56,772834.0,1,0,0,0.0
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,Real Estate Services,3.56B,2.34%,12.84%,May 07/a,"632,780",31.25,82.59,2024-06-07,72.42,33.99,1.063,7,7,7.0,1,1,1,1,32.6540002,31.907702283583077,29.92266803483984,28.741730080000004,24.17872168,-2.06,29.25,1115764.0,0,1,1,0.0
CLSK,Cleanspark Inc,Financial,Capital Markets,3.55B,3.34%,7.14%,May 09/b,"44,407,282",15.58,98.46,2024-06-07,150.1,24.72,0.664,7,5,5.0,1,1,0,1,16.4865,16.548411150588336,16.68805501450348,16.78080008,10.88392502,-5.85,43.15,29970926.0,1,0,0,0.0
ENV,Envestnet Inc.,Technology,Software - Application,3.54B,1.28%,-29.85%,May 07/a,"357,450",64.27,82.27,2024-06-07,92.51,73.04,1.386,7,7,7.0,1,1,1,1,66.1679992,65.70250775914305,63.6929381534753,63.12339994,51.090000035,-2.18,25.8,523666.0,1,1,1,0.0
TPH,Tri Pointe Homes Inc.,Consumer Cyclical,Residential Construction,3.54B,2.98%,12.45%,Apr 25/b,"900,767",37.33,70.42,2024-06-07,40.98,40.98,0.978,7,6,7.0,1,1,0,1,38.1270005,38.33549747055237,37.903196209048936,37.77920022,33.020750064999994,-2.62,13.05,810034.0,0,0,0,0.0
AUR,Aurora Innovation Inc,Technology,Information Technology Services,3.54B,49.10%,-43.88%,May 08/a,"19,008,335",2.28,31.61,2024-06-07,17.77,4.81,0.765,7,3,3.0,0,1,0,1,2.347,2.488940136936393,2.686006939290054,2.8487,2.7679750000000003,-8.39,-17.63,8566336.0,1,0,0,0.0
VLY,Valley National Bancorp,Financial,Banks - Regional,3.54B,15.85%,6.77%,Apr 25/b,"10,896,381",6.95,15.42,2024-06-07,20.36,11.22,0.869,7,1,1.0,0,0,0,0,6.976999999999999,7.163454172835747,7.448177655952846,7.4864,8.443096174999999,-2.98,-17.68,5103232.0,1,0,0,0.0
JOBY,Joby Aviation Inc,Industrials,Airports & Air Services,3.54B,46.86%,-48.35%,May 07/a,"3,329,662",4.99,15.29,2024-06-07,17.0,11.98,0.756,7,1,1.0,0,0,1,0,4.9190000000000005,4.9739384642354985,5.037590952263717,4.974,5.820449999999999,0.32,-14.27,4314376.0,0,0,0,0.0
HCC,Warrior Met Coal Inc,Basic Materials,Coking Coal,3.53B,1.83%,24.37%,May 01/a,"581,318",67.59,90.24,2024-06-07,73.08,73.08,1.577,7,7,7.0,1,1,1,1,67.598001,67.0235717998489,65.3164763828829,64.9197638,56.552326415,0.85,19.52,666966.0,1,1,1,0.0
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,Biotechnology,3.53B,6.78%,-40.76%,May 09/a,"485,401",44.71,94.32,2024-06-07,53.7,53.7,0.96,7,6,6.0,1,1,0,1,46.1310002,46.87853525798785,46.30421101857775,46.53180006,36.17572503,-4.63,23.59,883732.0,1,0,0,0.0
FROG,JFrog Ltd,Technology,Software - Application,3.52B,17.83%,-7.37%,May 09/a,"910,130",32.48,46.46,2024-06-07,95.2,48.81,0.574,7,4,4.0,0,1,0,1,32.418,33.281543962821495,35.75992280046071,37.46739994,33.123400045,-2.41,-1.94,1206816.0,0,0,0,0.0
PAGP,Plains GP Holdings LP,Energy,Oil & Gas Midstream,3.52B,2.71%,11.17%,May 03/b,"695,191",17.85,70.8,2024-06-07,86.88,19.77,1.081,7,6,6.0,1,1,0,1,17.8640002,18.00714427875488,18.030454733142697,18.29129466,16.33468704,-0.87,9.28,2024484.0,1,1,0,0.0
